"Data","IPEDS ID","Year","NCAA Subdivision","FBS Conference","Total Expenses","Excess Transfers Back","Other Expenses","Medical","Competition Guarantees...10","Recruiting","Game Expenses and Travel","Facilities and Equipment","Coaches Compensation","Support and Admin Compensation w/Severance","Athletic Student Aid","Total Revenues","Other Revenue","Corporate Sponsorship, Advertising, Licensing","Donor Contributions","Competition Guarantees...21","NCAA/Conference Distributions, Media Rights, and Post-Season Football","Ticket Sales","Institutional/Government Support","Student Fees","Total Academic Spending (University-Wide)","Total Football Spending","Total Football Coaching Salaries","Athletics Related Debt","Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
"Indiana University-Bloomington",151351,2017,"Football Bowl Subdivision","Big Ten Conference",106131819,0,10738470,1731179,4286983,1780015,10757512,20276950,18695723,21998606,15866381,106139192,8153740,10594357,23103658,927534,42701549,18089310,2569044,0,1231669547,26003418,6618842,118230000,6863227
"Indiana University-Bloomington",151351,2018,"Football Bowl Subdivision","Big Ten Conference",116277652,0,9409612,1840505,4861956,2125054,10144041,30293978,18865549,22615842,16121115,122933136,7143068,9985147,25875000,784479,58378040,17693921,3073481,0,1200157478,24519779,6395319,129563279,9157519
"Indiana University-Bloomington",151351,2019,"Football Bowl Subdivision","Big Ten Conference",114822135,0,9375794,1808355,4628094,2510430,11264912,26332738,20362015,22161033,16378764,127832628,6595323,10559785,28695452,454652,60135768,18437143,2954505,0,1340877952,24377368,7034578,134554396,9230540
"Indiana University-Bloomington",151351,2020,"Football Bowl Subdivision","Big Ten Conference",120289560,0,8875168,1856859,4048152,1635314,11520602,27621638,23700060,23926450,17105317,121181042,5906312,10942948,23332614,673894,60531144,17615423,2178707,0,1421227887,29551780,9948467,121158669,10223027
"Indiana University-Bloomington",151351,2021,"Football Bowl Subdivision","Big Ten Conference",102582541,0,5666278,1992305,793275,169761,8439871,22437417,23362068,22202729,17518837,78083857,1195646,8401730,19171854,232238,46610487,59257,2412645,0,1369905248,23938872,9500831,115358300,10936281
"Indiana University-Bloomington",151351,2022,"Football Bowl Subdivision","Big Ten Conference",132392596,0,6304122,2002772,5125868,2232533,12286304,35409254,24817011,26766349,17448383,166761471,5837313,10701337,61660023,689897,63884929,21278997,2708975,0,NA,31835580,10861709,109050000,11780000
"Iowa State University",153603,2005,"Football Bowl Subdivision","Big 12 Conference",28227582,0,3403475,299723,996690,851856,2937992,4240095,6123932,5065184,4308635,28913010,1863884,1280401,4416565,582435,7880520,9124046,2640797,1124361,605350080,7160617,2564024,6e+06,515470
"Iowa State University",153603,2006,"Football Bowl Subdivision","Big 12 Conference",33341962,0,5004866,339825,962897,928562,4680126,3958001,6551107,6093497,4823081,32437040,2474732,1331283,3979931,127934,10414252,10195647,2824101,1089160,635380422,9032493,2678472,9702215,817966
"Iowa State University",153603,2007,"Football Bowl Subdivision","Big 12 Conference",42123353,0,5644484,416486,1393098,929644,4712114,7641210,6718913,9411306,5256097,32675181,1967228,438613,7926390,595104,10774105,6987167,2914240,1072333,649232725,11447581,2689825,NA,NA
"Iowa State University",153603,2008,"Football Bowl Subdivision","Big 12 Conference",38642012,0,5436122,356946,1338652,1174428,4555032,6660794,7005775,6709389,5404874,38621346,2424014,509274,6800156,277500,11355026,13203608,2953733,1098035,677826317,9833299,2791971,29465130,3397379
"Iowa State University",153603,2009,"Football Bowl Subdivision","Big 12 Conference",45768048,0,5949820,397090,1264292,1092816,5599857,9867471,7203169,8347985,6045548,45813189,3425022,395634,11425908,870383,13183014,11711417,3604793,1197018,716380903,14404273,2697541,32290951,3047666
"Iowa State University",153603,2010,"Football Bowl Subdivision","Big 12 Conference",46656014,0,6581800,510670,1388047,1025760,5674019,9967334,7553372,7872904,6082108,46871554,3117773,335440,13053329,1128550,14321333,11377858,2354423,1182848,757817838,13368441,2848742,43482525,4299604
"Iowa State University",153603,2011,"Football Bowl Subdivision","Big 12 Conference",48469929,0,6767105,456599,1892501,1022016,5183585,10622759,8118140,7708323,6698901,48591617,2787309,398299,11591024,1506813,16884564,11684493,2049423,1689692,755953981,12513317,3197603,45451358,5122626
"Iowa State University",153603,2012,"Football Bowl Subdivision","Big 12 Conference",55113720,0,7169557,654208,1522477,1148183,6966735,12885196,8950666,8634675,7182024,55151017,5144082,646319,7872786,361000,26443003,12962376,0,1721450,797738011,14084667,3803781,74058940,7022294
"Iowa State University",153603,2013,"Football Bowl Subdivision","Big 12 Conference",62224194,0,8037256,504615,1278622,1382794,7317876,16032024,10352061,10353822,6965124,62357761,5359203,773555,13225913,750320,27139656,13274318,0,1834796,837163340,14984496,4597117,71809129,4651085
"Iowa State University",153603,2014,"Football Bowl Subdivision","Big 12 Conference",67967712,0,8733694,454789,847829,1400795,7170159,20631272,11519206,9978630,7231338,68170381,5161116,862547,17402605,300507,28068046,14418164,0,1957396,862249421,14461262,4558908,68354076,6231918
"Iowa State University",153603,2015,"Football Bowl Subdivision","Big 12 Conference",75209309,0,9723435,649094,1069088,1629963,6756910,24998370,12053400,10782996,7546053,75283516,5305680,1545781,21012134,154442,31065518,14155561,0,2044400,924545163,15420582,4462357,98162322,7008216
"Iowa State University",153603,2016,"Football Bowl Subdivision","Big 12 Conference",78279309,0,11139712,618258,1040669,1887121,7634217,18696288,11735493,17454389,8073162,78355500,6364849,1649371,14837823,304672,37461527,15626121,0,2111137,952083292,22764523,4249135,94374357,7896705
"Iowa State University",153603,2017,"Football Bowl Subdivision","Big 12 Conference",82565176,0,11656728,738255,1884782,1836643,7638612,23819392,13472170,12649649,8868945,82659447,5792770,2320161,17551225,187249,40414631,14260192,0,2133219,974019240,20352821,5591140,87571532,10066085
"Iowa State University",153603,2018,"Football Bowl Subdivision","Big 12 Conference",88670048,0,13340619,979123,1045047,2038311,9387349,24893380,15224458,12659831,9101930,88753664,6260875,2288860,20662372,283006,41271287,15894160,0,2093104,990559085,23844836,6915144,79277866,11182857
"Iowa State University",153603,2019,"Football Bowl Subdivision","Big 12 Conference",95315376,0,15037553,943486,1255639,1883866,10867064,24378769,17622054,13808662,9518283,95411884,6207734,2664188,18206649,192740,49611321,16474938,0,2054314,1008204872,27246224,8972245,75272301,6563893
"Iowa State University",153603,2020,"Football Bowl Subdivision","Big 12 Conference",90285606,0,10978871,889148,2143782,1344222,9607472,23053036,18429163,14299603,9540309,90326274,6264881,2728452,18679348,116782,42073143,18597847,0,1865821,1010741700,29708542,9316913,136063647,7164445
"Iowa State University",153603,2021,"Football Bowl Subdivision","Big 12 Conference",89008720,0,8142868,1920069,522041,457899,6433346,21819647,17539976,22542568,9630306,72046100,4604855,2630072,17104715,0,43287402,2631429,0,1787627,1005274936,24085630,9251367,131785149,10457557
"Iowa State University",153603,2022,"Football Bowl Subdivision","Big 12 Conference",111227458,0,14573553,760382,1339119,1629048,10878442,35744096,19215272,17242773,9844773,111287492,11132938,2803091,23036374,59000,49499012,22909710,0,1847367,NA,28664216,10345491,126027057,8936130
"Kansas State University",155399,2005,"Football Bowl Subdivision","Big 12 Conference",34394621,0,5472969,670404,1555339,590826,3304823,4651717,5938154,7713211,4497179,39884219,4176222,1265697,9691487,0,9035206,12766568,2382288,566752,418947731,8466373,2919437,15302029,858875
"Kansas State University",155399,2006,"Football Bowl Subdivision","Big 12 Conference",34834467,0,5479848,740915,1236193,1012669,3917161,3720493,6298733,8040841,4387615,43411343,4446497,501111,14079775,253000,9556786,12469641,1522182,582352,441269615,8971751,3077966,14974189,1277119
"Kansas State University",155399,2007,"Football Bowl Subdivision","Big 12 Conference",40548866,0,6270274,867384,1681710,1316654,5745263,5326192,6132329,8434343,4774719,49277378,6736950,552356,12357642,158000,12082496,14355406,2467775,566752,453936934,10209079,NA,14029189,1321700
"Kansas State University",155399,2008,"Football Bowl Subdivision","Big 12 Conference",41362747,0,4435657,901329,1581749,1479316,5117721,5087763,8046286,9317223,5395704,49113706,4695408,572029,13029211,1108460,12360387,14158650,2616051,573508,492684123,10393954,3001951,12712489,1316700
"Kansas State University",155399,2009,"Football Bowl Subdivision","Big 12 Conference",51237044,0,10546283,700653,2541139,1210867,5145014,5876625,8546318,11122327,5547818,48417050,5180376,554770,12033138,230000,12790641,14141647,2919726,566752,547791821,14019451,4416747,11360889,1351600
"Kansas State University",155399,2010,"Football Bowl Subdivision","Big 12 Conference",42337682,0,6877443,762652,1313326,839394,4646259,4849317,8838556,8776047,5434688,53436790,4589878,1208849,16396559,567653,13832547,13606196,2674413,560695,565511058,11307556,4069509,16899100,1882362
"Kansas State University",155399,2011,"Football Bowl Subdivision","Big 12 Conference",46549248,0,6053362,815931,1620729,914411,4558652,6986099,9234883,10799178,5566003,69947834,5946037,1438389,26503774,1051450,17313159,14403374,2580956,710695,596982484,13008132,4106843,27205889,1587618
"Kansas State University",155399,2012,"Football Bowl Subdivision","Big 12 Conference",50994785,0,6564911,968212,1981518,1178649,6741959,8289370,10343565,9115642,5810959,63271615,1935452,1976879,14806198,510000,26697752,14609401,2095238,640695,644305910,13654480,4943033,78960889,2074110
"Kansas State University",155399,2013,"Football Bowl Subdivision","Big 12 Conference",59325573,0,6647406,971674,2021525,1190341,9226573,9913449,11106241,12111977,6136387,70457283,4106192,2316219,17970185,7467,28493433,15077529,1985563,500695,671133802,15973141,5483552,80735000,4785344
"Kansas State University",155399,2014,"Football Bowl Subdivision","Big 12 Conference",62576606,0,8648101,978056,1902914,1306153,7696625,10555344,12947255,11516444,7025714,72935044,6552637,2276302,18492032,25875,28585479,15654798,847226,500695,701803364,16250969,6252249,78960889,5480222
"Kansas State University",155399,2015,"Football Bowl Subdivision","Big 12 Conference",67316209,0,7595733,945865,1981363,1155409,7310601,12917197,13369366,14266494,7774181,75323278,2893062,2225415,22527463,40540,30426858,16347260,361985,500695,722888975,16062328,6864960,77530000,6286390
"Kansas State University",155399,2016,"Football Bowl Subdivision","Big 12 Conference",70884496,0,9638919,934314,1921935,1365144,8586387,12689686,13198220,14152231,8397660,77936664,3293573,2814438,18087939,318520,37428094,15493405,0,500695,670558457,17796347,6569364,75822515,5910674
"Kansas State University",155399,2017,"Football Bowl Subdivision","Big 12 Conference",73970354,0,10363471,1033033,2124406,1356416,10037971,12121411,15480003,12829000,8624643,86081528,4729485,2318512,22154333,26477,41128657,15274064,0,450000,684160400,19920373,7260004,72186979,5795504
"Kansas State University",155399,2018,"Football Bowl Subdivision","Big 12 Conference",77633258,0,11493660,1069619,2222374,1391023,10128051,11552888,15954083,14837800,8983760,86911309,4978410,2200028,22501877,487708,40794832,15598454,0,350000,715308180,19996794,7673393,67317749,5800000
"Kansas State University",155399,2019,"Football Bowl Subdivision","Big 12 Conference",83079244,0,11914541,1032284,2112722,1881111,9257949,12351558,16475868,19359416,8693795,89919822,4267928,2391562,20560128,12500,46784090,15903614,0,0,732578574,28123254,7176295,64674689,5800000
"Kansas State University",155399,2020,"Football Bowl Subdivision","Big 12 Conference",79785896,0,11127275,1096913,1849097,1580120,9869281,11913485,16703702,17490729,8155294,86441107,3284129,2178521,20646353,305000,45482211,14544893,0,0,721038000,27385808,7936600,61790444,5800000
"Kansas State University",155399,2021,"Football Bowl Subdivision","Big 12 Conference",87729711,0,9374785,1346334,1290730,524634,6482104,29672593,14280438,17036780,7721313,67602026,7257903,2697913,13963186,20435,40810211,2852378,0,0,690255523,17527638,6621232,60047626,5807286
"Kansas State University",155399,2022,"Football Bowl Subdivision","Big 12 Conference",82220606,0,12272102,1229144,2255553,1791591,10611133,10391043,17963261,16270825,9435954,100822204,4538474,1342736,28109188,2217164,49393332,15221310,0,0,NA,24148400,8405778,59072982,2766754
"Louisiana State University and Agricultural & Mechanical College",159391,2005,"Football Bowl Subdivision","Southeastern Conference",55857396,0,8615984,479849,2545530,810030,7393386,9873669,9240833,10077105,6821010,60937676,7985019,3252247,11189385,1014500,14136729,23359796,0,0,689129430,12175610,4554843,NA,NA
"Louisiana State University and Agricultural & Mechanical College",159391,2006,"Football Bowl Subdivision","Southeastern Conference",65215990,0,12989450,657769,2234781,760274,6811780,14269073,9809290,10622704,7060869,67430786,9587347,1151563,17410137,829500,16972754,21479485,0,0,719168553,15498730,4650338,NA,NA
"Louisiana State University and Agricultural & Mechanical College",159391,2007,"Football Bowl Subdivision","Southeastern Conference",73232219,0,16182793,618505,2523799,1007369,7354583,15662842,11080646,11410569,7391113,76270050,8260127,1526566,19555909,61000,18565901,28300547,0,0,756939432,16783489,4533352,NA,NA
"Louisiana State University and Agricultural & Mechanical College",159391,2008,"Football Bowl Subdivision","Southeastern Conference",81150829,0,17163796,653060,1843292,1078187,8181921,17860309,13527573,13062786,7779905,85018205,8382108,2345902,23252017,1498466,21020484,28519228,0,0,839080152,18525028,6631640,217567836,11662646
"Louisiana State University and Agricultural & Mechanical College",159391,2009,"Football Bowl Subdivision","Southeastern Conference",94451691,0,20788936,614267,3720890,1107355,9436649,21409677,14668312,14209547,8496058,100878633,10607774,2846361,31174177,44000,20756128,35450193,0,0,875799904,22919545,7065637,211098500,15087969
"Louisiana State University and Agricultural & Mechanical College",159391,2010,"Football Bowl Subdivision","Southeastern Conference",102326769,0,24519546,679708,2624813,1085401,9860337,23757120,16063755,14886952,8849137,111030795,11138490,2519747,38255521,5e+05,26895989,31721048,0,0,828287190,25528809,8161299,206892600,13539519
"Louisiana State University and Agricultural & Mechanical College",159391,2011,"Football Bowl Subdivision","Southeastern Conference",91796925,0,16682825,573536,2373574,933560,10515932,19734565,16565426,14451400,9966107,107259352,10446709,2339891,31927029,98170,27367974,35079579,0,0,833177570,22069946,8640227,201998800,13515036
"Louisiana State University and Agricultural & Mechanical College",159391,2012,"Football Bowl Subdivision","Southeastern Conference",101989116,0,20967435,639256,1620327,1057582,11710352,19823617,19876204,15383277,10911066,114787786,12467889,2835341,35964739,2410000,29607082,31502735,0,0,850052319,24671982,10380759,196772100,13550956
